role,title,company,city
business analyst,Specialist Reporting & User Management (w/m/d),Bechtle AG,Hamburg
business analyst,(Junior) Kreditanalyst (m/w/d),Amadeus Fire AG - Financial Services,Frankfurt am Main
business analyst,Duales Studium Wirtschaftsinformatik B.Sc. - IT-Business-Analyst,Atruvia AG,"Münster, Westfalen"
business analyst,Sachgebietsleitung im Fachbereich Gesundheit (m/w/d) Verwaltungssteuerung & Prozessmanagement,Landratsamt Lörrach,Lörrach
business analyst,KYC Analyst (m/w/d),akut... HR Consulting GmbH,Düsseldorf
business analyst,Operational Specialist (f/m/d),Heidelberg Materials AG,"Heidelberg, Neckar"
business analyst,Senior Expert Direct Tax Reporting (all genders),Zalando SE,Berlin
business analyst,IT-Service Operator (m/w/d) – POS Support,Bartels-Langness Handels GmbH & CoKG,Kiel
business analyst,(Senior) Enterprise Architect (m/w/d),MOSOLF SE & Co. KG,Kirchheim unter Teck
business analyst,Experte für Prozessoptimierung (m/w/d) / Continuous Improvement Manager (m/w/d),Plukon Gudensberg GmbH,Gudensberg
business analyst,#14043 IT Business Engineer (m/w/d) Lagerpersonalmanagement,Constaff GmbH,Köln
business analyst,"Projektentwickler:in EDL, Geniner Str. 80 in 23560 Lübeck",Stadtwerke Lübeck Energie GmbH,Lübeck
business analyst,(Senior) Consultant - Business Analyst Financial Crime Compliance (Financial Services) (w/m/d),EY Consulting GmbH,Stuttgart
business analyst,Associate Finance & Investments / M&A (m/w/d),Motel One Head Office,München
business analyst,"Projektentwickler (m/w/d) Wind,Hannover,Oldenburg",E1NE UKA,Hannover
business analyst,Senior Product Analyst (gn) Vollzeit/ Teilzeit,DKV Euro Service GmbH + Co.KG,Ratingen
business analyst,IT - SAP Process Owner Sales (m/w/d),CHEFS CULINAR West GmbH & Co. KG,Weeze
business analyst,"Projektentwickler (m/w/d) Wind, NL MItteldeutschland RNL Magdeburg",E1NE UKA,Magdeburg
business analyst,(Junior) Portfolio Manager (m/w/d) Stromhandel,CHECK24 Services Personal GmbH,Düsseldorf
business analyst,Werkstudent Business Analytics / Sales Performance Management (w/m/div.) / REF284554P,Robert Bosch GmbH,Gunzenhausen am Altmühlsee
business analyst,Business Consultant (m/w/d),ITM Beratungsgesellschaft,Stuttgart
business analyst,Business Intelligence Spezialist (m/w/d),ORAYLIS,Meerbusch
business analyst,IT-Projektmanager / Business Analyst – Yard Management Systeme (m/w/d),Rüdiger Wöhrl GmbH,Pfedelbach
business analyst,Werkstudent Hybrides Projektmanagement und Organisationsentwicklung (w/d/m),EWE Servicepartner GmbH,Oldenburg (Oldb)
business analyst,Senior Analyst RWA & Kapitalmanagement (m/w/d),Bankpower GmbH,Oberhaching bei München
business analyst,IT-Analyst (w/m/d),Brunel GmbH NL Bielefeld,Bielefeld
business analyst,(Senior) Expert (m/w/d) People Analytics & HR Daten Strategie,SIGNAL IDUNA,Hamburg
business analyst,"IT-Mitarbeiter (m/w/d) ERP, Daten & Prozesse",Novopress GmbH Pressen und Presswerkzeuge & Co. KG,Neuss
business analyst,Energy Analytics Engineer (all genders),BCG Platinion,Köln
business analyst,IT-Security Analyst (M/W/D),SITA Airport IT,Düsseldorf
business analyst,Senior Business (Process) Analyst (m/w/d) mit tiefen BPMN-Kenntnissen und ADONIS - remote,WAITS Software- und Prozessberatungsges. mbH,München
business analyst,IBM Client Innovation Center Germany GmbH: Functional Tester / Business Analyst (m/w/d),IBM Client Innovation Center Germany GmbH,Magdeburg
business analyst,Cyber Security Analyst (m/w/d),glueckkanja,Hamburg
business analyst,IT Security Analyst (m/w/d),DVZ M-V,"Schwerin, Mecklenburg"
business analyst,Security Operations Analyst (m/w/d),COC,"Burghausen, Salzach"
business analyst,Requirements Engineer (m/w/d) mit Schwerpunkt Buchhaltung und Cash Management,Dr. Güldener Gruppe,Stuttgart
business analyst,mgm technology partners GmbH: IT Business Analyst  – Digitalisierung Versicherung (m/w/d),mgm technology partners GmbH,Hamburg
business analyst,Werkstudent (m/w/d) Backstage-HERO Category Management,Deutsche Tamoil GmbH,Hamburg
business analyst,Business Consultant Tax Systems (m/w/d),Schwarz Digits,"Heilbronn, Neckar"
business analyst,Studentische Aushilfe / Werkstudent (m/w/d) - IT-Security -,Bartels-Langness Handels GmbH & CoKG,Kiel
business analyst,Vertriebscontroller (m/w/d),timecon GmbH & Co. KG,Hamburg
business analyst,Junior SOC Analyst (m/f/d),Smartbroker,Berlin
business analyst,IT-Security SIEM Analyst (m/w/d),Deichmann,"Essen, Ruhr"
business analyst,Softwaretester:in,alfatraining Bildungszentrum GmbH,Saarbrücken
business analyst,Softwaretester:in,alfatraining Bildungszentrum GmbH,Frankfurt am Main
business analyst,Senior Product Owner – Business & Tech (m/w/d),Deichmann,"Essen, Ruhr"
business analyst,Business Development Manager (m/w/d) Datenanalyse und Künstliche Intelligenz im Public Sector,Bundesdruckerei Gruppe GmbH,Berlin
business analyst,Agile Coach/Scrum Master (all genders) für Softwareprojekte,DATAGROUP Consulting Services GmbH,Mainz am Rhein
business analyst,IT-Consultant Business Analyse (m/w/d),PTA,Stuttgart
business analyst,(Junior) IT Business Consultant Checkout (m/w/d),Schwarz Digits,Weinsberg
business analyst,IBM Client Innovation Center Germany GmbH: Business Analyst (m/w/d) - Banking,IBM Client Innovation Center Germany GmbH,Magdeburg
business analyst,"Senior Specialist, Product Operations (Consumer Search & Discovery) ",Delivery Hero SE,
business analyst,Wirtschaftsinformatiker*in (m/w/d) Prozessautomatisierung,ITS Informationstechnik Service GmbH,Dortmund
business analyst,Produktionscontroller (w/m/d) Medical,B. Braun Melsungen AG,Melsungen
business analyst,Duales Studium Wirtschaftsinformatik B.Sc. - IT-Business-Analyst,Atruvia AG,"Münster, Westfalen"
business analyst,Mandatory Internship in Process Excellence - Global Business Services for Bill-to-C... / REF283437G,Robert Bosch GmbH,Stuttgart
business analyst,Datenanalyst/in mit kaufmännischem Hintergrund (m/w/d),DSV Solutions Overhead GmbH,Leipzig
business analyst,Junior Process Analyst / Junior Consultant MES (m/w/d),znt-Richter,Darmstadt
business analyst,Cyber Security Analyst 3rd Level (m/w/d),nicos,"Münster, Westfalen"
business analyst,Initiativbewerbung,SKOPOS GROUP,"Hürth, Rheinland"
business analyst,Junior Consultant Business Analytics (m/w/d),statworx,Frankfurt am Main
business analyst,Datenanalyst Risiko Regulatorik (w/m/d),TARGOBANK,Duisburg
business analyst,Consultant Maintenance Analytics (m/w/d),quo connect,Berlin
business analyst,SAP Bank Analyzer-Entwickler (m/w/d),DZ PRIVATBANK,Frankfurt am Main
business analyst,Consultant Prozesse & Wertströme in der Digitalisierung (w|m|d),BridgingIT GmbH,Frankfurt am Main
business analyst,Consultant IT Business Analyse Future Energy & Utilities (w|m|d),BridgingIT GmbH,Mannheim
business analyst,SAP Utilities Berater/Entwickler (m/w/d),DTM Elite Consulting GmbH,
business analyst,Associate / Manager Corporate Strategy and M&A - mit Fokus auf M&A (d/w/m),Ottobock SE & Co. KGaA,Berlin
business analyst,Business Controller (m/w/d),B & B Hotels Germany GmbH,Hochheim am Main
business analyst,"Consultant Business Engineer - Low-Code, RPA, Prozessdigitalisierung (w|m|d)",BridgingIT GmbH,Stuttgart
business analyst,Werkstudent Beteiligungsanalyst,Dreifürst Consulting Inhaber Norbert Dreifürst,Berlin
business analyst,(Senior) Cyber Security Exposures and Vulnerabilities Analyst (m/w/d),Schwarz Digits,Neckarsulm
business analyst,International Controller m/w/d,TriTec HR GmbH,Rheine
business analyst,Project Workshops & Collaboration Facilitator (gn),Grafton Deutschland GmbH,"Nürnberg, Mittelfranken"
business analyst,Wissenschaftliche*r Mitarbeiter*in (m/w/d) zur Softwareanalyse,Fraunhofer SIT,Darmstadt
business analyst,Projektmitarbeiter:in Benchmarking und Monitoring,Friedrich-Schiller Universität Jena Land Thüringen,Jena
business analyst,Supply Chain Specialist (m/w/d),Rose Zeitarbeit GmbH,Neuss
business analyst,Sys­tem­tech­ni­ker Uni­fy Open­S­cape Busi­ness (m/w/d),Heldele,"Salach, Württemberg"
business analyst,Softwareentwickler Microsoft Dynamics 365 Business Central (w/m/d),NEVARIS Bausoftware,Bremen
business analyst,Manager KI + Organisationsentwicklung (m/w/d),Industrie- und Handelskammer Karlsruhe,"Karlsruhe, Baden"
business analyst,Controlling & Business Operations (m/w/d),ibu institut für berufsbildung und umschulung GmbH,Neustadt-Glewe
business analyst,Senior Consultant Business Intelligence (all genders),KEBA,Lahnau
business analyst,Projektmanager & Requirements Engineer (m/w/d),ekkodale GmbH,Wiesbaden
business analyst,Financial Analyst (f/m/d),eResearchTechnology GmbH,Estenfeld
business analyst,IT-Analyst (Agile) - (m/w/d),AMPLEE GmbH & Co. KG Personalberatung,Köln
business analyst,Business Support Specialist (m/w/d),Boeing Distribution Services G mbH,Norderstedt
business analyst,Analyst Pricing & Konditionen (m/w/d),100Pro Personal GmbH,"Kleve, Niederrhein"
business analyst,Controller (m/w/d),DIS AG Office&Management / Finance,Hamburg
business analyst,Agile Requirements Engineer / Tech Analyst (m/w/d),Schwarz Digits,Weinsberg
business analyst,SAP Utilities Prozessberater und Entwickler Geräteverwaltung (m/w/d),DVV,Duisburg
business analyst,Junior Product Specialist – Software (m/w/d),PPI AG,Hamburg
business analyst,Projektkoordinator:in Studierendengewinnung,Friedrich-Schiller Universität Jena Land Thüringen,Jena
business analyst,Consultant Operational Excellence & Lean Management (m/w/d),Ivoclar Vivadent GmbH,Ellwangen (Jagst)
business analyst,Requirements Engineer (all genders),BORA Lüftungstechnik GmbH,Kiefersfelden
business analyst,IT Architekt und Consultant für Datenmanagement (w|m|d),zeb,Berlin
business analyst,Consultant – Business Analyse & Prozessmanagement (m/w/d),crossnative GmbH,Hamburg
business analyst,(Senior) IT Business Consultant (m/f/diverse) – Purchasing NPM,AUMOVIO SE Haupverwaltung,Regensburg
business analyst,Requirements Engineer (m/w/d) – Strategie & Innovation im E-Rezept Umfeld,Dr. Güldener Gruppe,Stuttgart
business analyst,Entwicklungsingenieur (m/w/d) Hardware Defence,prognum Automotive GmbH,
business analyst,Sales Performance Analyst (w/m/d),freenet Shop GmbH,Oberkrämer
business analyst,Senior Consultant – Business Analyse & Prozessmanagement (m/w/d),crossnative GmbH,Hamburg
business analyst,Testingenieur (m/w/d) – Aerospace & Defence,prognum Automotive GmbH,
business analyst,Entwicklungsingenieur (m/w/d) Hardware Defence,prognum Automotive GmbH,
business analyst,Inhouse ERP Consultant (w/m/d) Finance,Carl Spaeter GmbH,Duisburg
business analyst,Senior Product Requirements Engineer (m/w/d),Conrad Electronic SE,"Hirschau, Oberpfalz"
business analyst,Business Manager (m/w/d) Aerospace and Defence,prognum Automotive GmbH,
business analyst,Financial Analyst (f/m/d),eResearchTechnology GmbH,Estenfeld
business analyst,Senior Product Manager (m/w/d) - IV Systems,B. Braun Melsungen AG,Melsungen
business analyst,Sales and Business Development Manager Omnicare DACH Region (m/w/d) - 13328,Everllence SE,"Oberhausen, Rheinland"
business analyst,Leasing Coordinator (m/f/d),Value Retail Management Germany GmbH,Wertheim am Main
business analyst,Business Process Consultant  (m/w/d) Aerospace and Defence,prognum Automotive GmbH,
business analyst,Senior Transformation Specialist - Capital Markets m/w/d,DZ BANK AG,Frankfurt am Main
business analyst,Customer Service Systems Manager (m/w/d),Soluvia Energy Services GmbH,Offenbach am Main
business analyst,Senior IT Product Owner (m/w/d) - WMS/TMS - 244/25,Loh Services GmbH & Co. KG,Haiger
business analyst,Ausbildung 2026 -  Kaufmann/-frau für Büromanagement (m/w/d),Creditreform Bamberg-Coburg-Gera Titze KG,Coburg
business analyst,Controller Logistik Distribution und Standortservice (w/m/d),Bw Bekleidungsmanagement GmbH,Köln
business analyst,Product Owner (m/w/d) Digital Marketing Products,Dirk Rossmann GmbH,Burgwedel
business analyst,Nachfolgestelle: Spezialist/in bankaufsichtliches Meldewesen (m/w/d),Sparkasse Hochrhein,Waldshut-Tiengen
business analyst,Sachbearbeiter (m/w/d) Rechnungsprüfung in Teil- oder Vollzeit  ,Heidrun Jürgens Personaldienstleistungen GmbH,Hamburg
business analyst,Controller (M/W/D) Region Hannover,Fiege Logistik Holding Stiftung & Co. KG,Burgwedel
business analyst,Product Owner (m/w/d) Digital Marketing Products,Dirk Rossmann GmbH,Burgwedel
business analyst,Change Manager (m/w/d) Produktion / Operations für AIRBUS,SimpleXX GmbH,Hamburg
business analyst,EV Performance Backoffice Manager (m/w/d),Rheinland Kraftstoff GmbH,Gelsenkirchen
business analyst,Kreditorenbuchhalter (m/w/d) ,Heidrun Jürgens Personaldienstleistungen GmbH,Hamburg
business analyst,Junior Businessanalyst (m/w/d),Telefónica Germany GmbH & Co. OHG,Düsseldorf
business analyst,Product Owner (m/w/d) Point of Sale,RCI Banque S.A. Niederlassung Deutschland,Neuss
business analyst,Business Process Analyst (gn) Controlling ,Papp Personal GmbH   Co. KG,"Nürnberg, Mittelfranken"
business analyst,Public Relations Manager (m/w/d),Heidrun Jürgens Personaldienstleistungen GmbH,Hamburg
business analyst,Product Owner Finanzsysteme (m/w/d),ECKD GmbH,Duisburg
business analyst,Product Owner Finanzsysteme (m/w/d),ECKD GmbH,"Kassel, Hessen"
business analyst,Product Owner Finanzsysteme (m/w/d),ECKD GmbH,Offenbach am Main
business analyst,Bankkaufmann/-frau (m/w/d) in der IT,CPU Consulting & Software GmbH,Aschheim
business analyst,Business Performance Analyst & Improver (m/w/d),fabplus GmbH,Donauwörth
business analyst,Product Owner Auslandszahlungsverkehr und TARGET2 (m/w/d),Finanz Informatik GmbH & Co. KG,Frankfurt am Main
business analyst,(Senior) Consultant Beratung Public Sector - Digitale Transformation (w/m/d),EY Consulting GmbH,München
business analyst,Underwriter (m/w/d) Risikomanagement,Heidrun Jürgens Personaldienstleistungen GmbH,Hamburg
business analyst,"Duales Studium Wirtschaftsinformatik - Application Management (B. Sc.) - all genders,...",Daimler Truck AG,Leinfelden-Echterdingen
business analyst,Product Owner (m/w/d) - CRM-System (Salesforce),R+V Allgemeine Versicherung AG,Wiesbaden
business analyst,Senior Business Application Analyst (m/w/d),Verbio Vereinigte BioEnergie AG,Leipzig
business analyst,Senior .Net Developer (m/w/d),Deloitte GmbH,Leipzig
business analyst,Business Application Analyst (m/w/d) für SAP,HANSAINVEST Hanseatische Investment GmbH,Hamburg
business analyst,Projektleitung (m/w/d),Prounix Gesellschaft für Software-Entwicklung mbH,Bonn
business analyst,Business Application Analyst (m/w/d) für Kunden- und Stammdatensysteme,HANSAINVEST,Hamburg
business analyst,Working student Business Finance Analyst (f/m/d),Schneider Electric GmbH,
business analyst,Business Application Analyst (m/w/d) für SAP,HANSAINVEST,Hamburg
business analyst,Business Process Analyst (m/w/d),KHS GmbH,Dortmund
business analyst,Senior Business Application Analyst (m/w/d) - Integration / SAP CPI -,SoCura gGmbH,Köln
business analyst,Senior Business Application Analyst (m/w/d) SAP Berechtigungen,SoCura gGmbH,Köln
business analyst,Senior Business Systems Analyst (M/W/D),Persoplan Gesellschaft für Personaldienstleistungen mbH,Marburg
business analyst,Controlling Expert Business-Intelligence-Analyst (d/m/w),Schaeffler Technologies AG & Co. KG,Herzogenaurach
business analyst,25-016-2026 Dezernatsleiter*in Organisation und Business Partner (m/w/div),Deutsche Rentenversicherung Bund,Berlin
business analyst,"Senior Analyst (w/m/d) im Team M&A Business Solutions,Alsfeld,Frankfurt am ...",MRH Trowe Insurance Brokers GmbH,Frankfurt am Main
business analyst,Senior Experte Business Application Analyst (m/w/d) - SAP FI/CO,SoCura gGmbH,Köln
business analyst,BI Analyst (m/w/d) – Schwerpunkt Qlik Sense,ROTHENBERGER AG,Kelkheim (Taunus)
business analyst,Business Systems Analyst (m/w/d) - hybrides Arbeiten (Remote & Präsenz),DIS AG Germany,Frankfurt am Main
business analyst,"Expert (m/w/d) Marketing Analyst, Ettlingen",RAJA,Ettlingen
business analyst,IT Business Itelligence Analyst (m/w/d) [Kziff. CL88AV24],avivar experts GmbH,Elmshorn
business analyst,HRIS Analyst (m/w/d),William Prym Holding GmbH,Stolberg (Rheinland)
business analyst,"Business Process Analyst (m/w/d),Heddesheim,Ludwigsau,Ladbergen",pfenning logistics GmbH,"Heddesheim, Baden"
business analyst,Business Operations Analyst (m/w/d),Haas Zeitarbeit GmbH,München
business analyst,PRINCE2® Project Management Foundation (Version 7),alfatraining Bildungszentrum GmbH,Hamburg
business analyst,PRINCE2® Project Management Foundation (Version 7),alfatraining Bildungszentrum GmbH,Kiel
business analyst,ITIL® 4 Foundation in IT Service Management und PRINCE2® Project Management Foundation (Version 7),alfatraining Bildungszentrum GmbH,"Nürnberg, Mittelfranken"
